Questions,Answers,Intent
"ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य (मनिचेञ्जर तथा विप्रेषण कम्पनीबाहेक) संस्थाले विदेशी मुद्रा कारोबार गर्ने इजाजतपत्र प्राप्त गर्न तथा नवीकरण गर्न वार्षिक शुल्क कति लाग्छ ?","ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य (मनिचेञ्जर तथा विप्रेषण कम्पनीबाहेक) संस्थाले विदेशी मुद्रा कारोबार गर्ने इजाजतपत्र प्राप्त गर्न तथा नवीकरण गर्न प्रत्येक कारोबार स्थानका लागि देहायबमोजिमका वार्षिक शुल्क लाग्छः १. डिपार्टमेण्टल स्टोर÷सुपर मार्केट, एयरलाइन्स र तीन तारे तथा सोभन्दा माथिल्लो स्तरका होटलका लागि चार हजार रुपैयाँ मात्र । २. मुनाफा आर्जन गर्ने उद्देश्य भएका अन्य जुनसुकै होटल, रिसोर्ट, फर्म, कम्पनी वा संस्था एवम् सरकारी निकायः दुई हजार रुपैयाँ मात्र । ३. क्यासिनोः एक लाख रुपैयाँ मात्र । ४. आधुनिक मेसिन वा उपकरणको माध्यमबाट मात्र खेलाइने खेलः पचास हजार रुपैयाँ मात्र । View More",विदेशी विनिमय
"ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य (मनिचेञ्जर तथा विप्रेषण कम्पनीबाहेक) इन्स्टिच्युसनले विदेशी मुद्रा कारोबार गर्ने इजाजतपत्र हासिल गर्न तथा नवीकरण गर्न वार्षिक शुल्क कति लाग्छ ?","ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य (मनिचेञ्जर तथा विप्रेषण कम्पनीबाहेक) संस्थाले विदेशी मुद्रा कारोबार गर्ने इजाजतपत्र प्राप्त गर्न तथा नवीकरण गर्न प्रत्येक कारोबार स्थानका लागि देहायबमोजिमका वार्षिक शुल्क लाग्छः १. डिपार्टमेण्टल स्टोर÷सुपर मार्केट, एयरलाइन्स र तीन तारे तथा सोभन्दा माथिल्लो स्तरका होटलका लागि चार हजार रुपैयाँ मात्र । २. मुनाफा आर्जन गर्ने उद्देश्य भएका अन्य जुनसुकै होटल, रिसोर्ट, फर्म, कम्पनी वा संस्था एवम् सरकारी निकायः दुई हजार रुपैयाँ मात्र । ३. क्यासिनोः एक लाख रुपैयाँ मात्र । ४. आधुनिक मेसिन वा उपकरणको माध्यमबाट मात्र खेलाइने खेलः पचास हजार रुपैयाँ मात्र । View More",विदेशी विनिमय
"ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य (मनिचेञ्जर तथा विप्रेषण कम्पनीबाहेक) बोर्डले विदेशी मुद्रा कारोबार गर्ने इजाजतपत्र हासिल गर्न तथा नवीकरण गर्न वार्षिक शुल्क कति लाग्छ भन्ने बारेमा के छ ?","ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य (मनिचेञ्जर तथा विप्रेषण कम्पनीबाहेक) संस्थाले विदेशी मुद्रा कारोबार गर्ने इजाजतपत्र प्राप्त गर्न तथा नवीकरण गर्न प्रत्येक कारोबार स्थानका लागि देहायबमोजिमका वार्षिक शुल्क लाग्छः १. डिपार्टमेण्टल स्टोर÷सुपर मार्केट, एयरलाइन्स र तीन तारे तथा सोभन्दा माथिल्लो स्तरका होटलका लागि चार हजार रुपैयाँ मात्र । २. मुनाफा आर्जन गर्ने उद्देश्य भएका अन्य जुनसुकै होटल, रिसोर्ट, फर्म, कम्पनी वा संस्था एवम् सरकारी निकायः दुई हजार रुपैयाँ मात्र । ३. क्यासिनोः एक लाख रुपैयाँ मात्र । ४. आधुनिक मेसिन वा उपकरणको माध्यमबाट मात्र खेलाइने खेलः पचास हजार रुपैयाँ मात्र । View More",विदेशी विनिमय
"ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य (मनिचेञ्जर तथा विप्रेषण कम्पनीबाहेक) बोर्डले विदेशी मुद्रा कारोबार गर्ने इजाजतपत्र लिन तथा नवीकरण गर्न वार्षिक शुल्क कति लाग्छ  भनेर जानकारी दिनुहोस् ?","ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य (मनिचेञ्जर तथा विप्रेषण कम्पनीबाहेक) संस्थाले विदेशी मुद्रा कारोबार गर्ने इजाजतपत्र प्राप्त गर्न तथा नवीकरण गर्न प्रत्येक कारोबार स्थानका लागि देहायबमोजिमका वार्षिक शुल्क लाग्छः १. डिपार्टमेण्टल स्टोर÷सुपर मार्केट, एयरलाइन्स र तीन तारे तथा सोभन्दा माथिल्लो स्तरका होटलका लागि चार हजार रुपैयाँ मात्र । २. मुनाफा आर्जन गर्ने उद्देश्य भएका अन्य जुनसुकै होटल, रिसोर्ट, फर्म, कम्पनी वा संस्था एवम् सरकारी निकायः दुई हजार रुपैयाँ मात्र । ३. क्यासिनोः एक लाख रुपैयाँ मात्र । ४. आधुनिक मेसिन वा उपकरणको माध्यमबाट मात्र खेलाइने खेलः पचास हजार रुपैयाँ मात्र । View More",विदेशी विनिमय
"के ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य (मनिचेञ्जर तथा विप्रेषण कम्पनीबाहेक) इन्स्टिच्युसनले विदेशी मुद्रा कारोबार गर्ने इजाजतपत्र हासिल गर्न तथा नवीकरण गर्न वार्षिक शुल्क कति मात्रा लाग्छ ?","ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य (मनिचेञ्जर तथा विप्रेषण कम्पनीबाहेक) संस्थाले विदेशी मुद्रा कारोबार गर्ने इजाजतपत्र प्राप्त गर्न तथा नवीकरण गर्न प्रत्येक कारोबार स्थानका लागि देहायबमोजिमका वार्षिक शुल्क लाग्छः १. डिपार्टमेण्टल स्टोर÷सुपर मार्केट, एयरलाइन्स र तीन तारे तथा सोभन्दा माथिल्लो स्तरका होटलका लागि चार हजार रुपैयाँ मात्र । २. मुनाफा आर्जन गर्ने उद्देश्य भएका अन्य जुनसुकै होटल, रिसोर्ट, फर्म, कम्पनी वा संस्था एवम् सरकारी निकायः दुई हजार रुपैयाँ मात्र । ३. क्यासिनोः एक लाख रुपैयाँ मात्र । ४. आधुनिक मेसिन वा उपकरणको माध्यमबाट मात्र खेलाइने खेलः पचास हजार रुपैयाँ मात्र । View More",विदेशी विनिमय
"ट्राभल/ ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य कम्पनीले विदेशी विनिमय कारोबार गर्न के गर्नुपर्छ?","ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य कम्पनीले विदेशी विनिमय कारोबार गर्न नेपाल राष्ट्र बैंक, विदेशी विनिमय कारोबार इजाजतपत्र तथा निरीक्षण विनियमावली, २०७७ को परिच्छेद ३ र ४ मा उल्लेख भएबमोजिमका प्रक्रिया पूरा गर्नुपर्दछ । उक्त विनियमावली यस बैंकको वेबसाइट https://www.nrb.org.np मा उपलब्ध छ । View More",विदेशी विनिमय
"ट्राभल/ ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य कम्पनीले विदेशी विनिमय कारोबार सम्पादन गर्न कुन कुरा गर्नुपर्छ?","ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य कम्पनीले विदेशी विनिमय कारोबार गर्न नेपाल राष्ट्र बैंक, विदेशी विनिमय कारोबार इजाजतपत्र तथा निरीक्षण विनियमावली, २०७७ को परिच्छेद ३ र ४ मा उल्लेख भएबमोजिमका प्रक्रिया पूरा गर्नुपर्दछ । उक्त विनियमावली यस बैंकको वेबसाइट https://www.nrb.org.np मा उपलब्ध छ । View More",विदेशी विनिमय
"के ट्राभल/ ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य कम्पनीले विदेशी विनिमय कारोबार सम्पादन गर्न के गर्नुपर्छ ?","ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य कम्पनीले विदेशी विनिमय कारोबार गर्न नेपाल राष्ट्र बैंक, विदेशी विनिमय कारोबार इजाजतपत्र तथा निरीक्षण विनियमावली, २०७७ को परिच्छेद ३ र ४ मा उल्लेख भएबमोजिमका प्रक्रिया पूरा गर्नुपर्दछ । उक्त विनियमावली यस बैंकको वेबसाइट https://www.nrb.org.np मा उपलब्ध छ । View More",विदेशी विनिमय
"ट्राभल/ ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य कम्पनीले विदेशी विनिमय कारोबार गर्न के गर्नुपर्रहेको छ विषयमा स्पष्ट पार्नुहोस् ?","ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य कम्पनीले विदेशी विनिमय कारोबार गर्न नेपाल राष्ट्र बैंक, विदेशी विनिमय कारोबार इजाजतपत्र तथा निरीक्षण विनियमावली, २०७७ को परिच्छेद ३ र ४ मा उल्लेख भएबमोजिमका प्रक्रिया पूरा गर्नुपर्दछ । उक्त विनियमावली यस बैंकको वेबसाइट https://www.nrb.org.np मा उपलब्ध छ । View More",विदेशी विनिमय
"ट्राभल/ ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य कम्पनीले विदेशी विनिमय कारोबार सम्पादन गर्न के गर्नुपर्अवस्था छ?","ट्राभल/ट्रेकिङ, होटल, एयरलाइन्स, कार्गो तथा अन्य कम्पनीले विदेशी विनिमय कारोबार गर्न नेपाल राष्ट्र बैंक, विदेशी विनिमय कारोबार इजाजतपत्र तथा निरीक्षण विनियमावली, २०७७ को परिच्छेद ३ र ४ मा उल्लेख भएबमोजिमका प्रक्रिया पूरा गर्नुपर्दछ । उक्त विनियमावली यस बैंकको वेबसाइट https://www.nrb.org.np मा उपलब्ध छ । View More",विदेशी विनिमय
नेपाल राष्ट्र बैंकबाट विदेशी लगानी तथा वैदेशिक ऋण सम्बन्धमा प्रशासन हुने कार्य केबाट निर्देशित हुन्छन्?,"नेपाल राष्ट्र बैंकबाट विदेशी लगानी तथा वैदेशिक ऋण सम्बन्धमा प्रशासन हुने कार्य नेपाल राष्ट्र बैंक विदेशी लगानी तथा विदेशी ऋण व्यवस्थापन विनियमावली, २०७८ (दोस्रो संशोधन समेत) बाट निर्देशित हुन्छन् । View More",विदेशी विनिमय
नेपाल राष्ट्र वित्तीय संस्थाबाट विदेशी लगानी तथा वैदेशिक ऋण सम्बन्धमा प्रशासन हुने कार्य कस्तोबाट निर्देशित हुन्छन्?,"नेपाल राष्ट्र बैंकबाट विदेशी लगानी तथा वैदेशिक ऋण सम्बन्धमा प्रशासन हुने कार्य नेपाल राष्ट्र बैंक विदेशी लगानी तथा विदेशी ऋण व्यवस्थापन विनियमावली, २०७८ (दोस्रो संशोधन समेत) बाट निर्देशित हुन्छन् । View More",विदेशी विनिमय
नेपाल राष्ट्र बैंकिङ कम्पनीबाट विदेशी लगानी तथा वैदेशिक ऋण सम्बन्धमा प्रशासन हुने कार्य केबाट निर्देशित हुन्छन् सम्बन्धमा जानकारी दिनुहोस् ?,"नेपाल राष्ट्र बैंकबाट विदेशी लगानी तथा वैदेशिक ऋण सम्बन्धमा प्रशासन हुने कार्य नेपाल राष्ट्र बैंक विदेशी लगानी तथा विदेशी ऋण व्यवस्थापन विनियमावली, २०७८ (दोस्रो संशोधन समेत) बाट निर्देशित हुन्छन् । View More",विदेशी विनिमय
नेपाल राष्ट्र बैंकबाट विदेशी लगानी तथा वैदेशिक ऋण सम्बन्धमा प्रशासन हुने कार्य केबाट निर्देशित हुने गर्रहेको छन् बारे बताउनुहोस् ?,"नेपाल राष्ट्र बैंकबाट विदेशी लगानी तथा वैदेशिक ऋण सम्बन्धमा प्रशासन हुने कार्य नेपाल राष्ट्र बैंक विदेशी लगानी तथा विदेशी ऋण व्यवस्थापन विनियमावली, २०७८ (दोस्रो संशोधन समेत) बाट निर्देशित हुन्छन् । View More",विदेशी विनिमय
के नेपाल राष्ट्र बैंकबाट विदेशी लगानी तथा वैदेशिक ऋण सम्बन्धी प्रशासन हुने कार्य के कुराबाट निर्देशित हुन्स्थिति छन्?,"नेपाल राष्ट्र बैंकबाट विदेशी लगानी तथा वैदेशिक ऋण सम्बन्धमा प्रशासन हुने कार्य नेपाल राष्ट्र बैंक विदेशी लगानी तथा विदेशी ऋण व्यवस्थापन विनियमावली, २०७८ (दोस्रो संशोधन समेत) बाट निर्देशित हुन्छन् । View More",विदेशी विनिमय
के नेपाली नागरिकले विदेशमा लगानी गर्न पाउँछन् ?,"नेपाली नागरिकले विदेशमा कुनै किसिमको लगानी गर्न पाउँदैनन् । तर, विदेशमै रहेका नेपाली नागरिकले विदेशमा रहँदा बस्दाको अवधिसम्म आर्जन गरेको विदेशी विनिमय वा सो विदेशी विनिमयको लगानीबाट आर्जित विदेशी मुद्राबाट विदेशमा बैंक खाता खोल्न तथा लगानी गर्न सक्छन् । यस्तो लगानी नेपाल फर्केको ३५ दिनभित्र नेपाल भित्र्याउनुपर्नेछ । यस्तो खाता वा लगानी विदेशमा कायमै राख्न चाहेमा सो खाता वा लगानी रहेको बैंकको नाम, ठेगाना, खाता नम्बर, विदेशी मुद्रा तथा रकम खुलाई सोको जानकारी नेपाल फर्केको ३५ दिनभित्र नेपाल राष्ट्र बैंक, विदेशी विनिमय व्यवस्थापन विभागलाई दिनुपर्छ । View More",विदेशी विनिमय
कुन प्रकारका कुरा नेपाली नागरिकले विदेशमा लगानी गर्न पाउँछन् ?,"नेपाली नागरिकले विदेशमा कुनै किसिमको लगानी गर्न पाउँदैनन् । तर, विदेशमै रहेका नेपाली नागरिकले विदेशमा रहँदा बस्दाको अवधिसम्म आर्जन गरेको विदेशी विनिमय वा सो विदेशी विनिमयको लगानीबाट आर्जित विदेशी मुद्राबाट विदेशमा बैंक खाता खोल्न तथा लगानी गर्न सक्छन् । यस्तो लगानी नेपाल फर्केको ३५ दिनभित्र नेपाल भित्र्याउनुपर्नेछ । यस्तो खाता वा लगानी विदेशमा कायमै राख्न चाहेमा सो खाता वा लगानी रहेको बैंकको नाम, ठेगाना, खाता नम्बर, विदेशी मुद्रा तथा रकम खुलाई सोको जानकारी नेपाल फर्केको ३५ दिनभित्र नेपाल राष्ट्र बैंक, विदेशी विनिमय व्यवस्थापन विभागलाई दिनुपर्छ । View More",विदेशी विनिमय
के नेपाली नागरिकले विदेशमा लगानी सम्पादन गर्न पाउँछन् ?,"नेपाली नागरिकले विदेशमा कुनै किसिमको लगानी गर्न पाउँदैनन् । तर, विदेशमै रहेका नेपाली नागरिकले विदेशमा रहँदा बस्दाको अवधिसम्म आर्जन गरेको विदेशी विनिमय वा सो विदेशी विनिमयको लगानीबाट आर्जित विदेशी मुद्राबाट विदेशमा बैंक खाता खोल्न तथा लगानी गर्न सक्छन् । यस्तो लगानी नेपाल फर्केको ३५ दिनभित्र नेपाल भित्र्याउनुपर्नेछ । यस्तो खाता वा लगानी विदेशमा कायमै राख्न चाहेमा सो खाता वा लगानी रहेको बैंकको नाम, ठेगाना, खाता नम्बर, विदेशी मुद्रा तथा रकम खुलाई सोको जानकारी नेपाल फर्केको ३५ दिनभित्र नेपाल राष्ट्र बैंक, विदेशी विनिमय व्यवस्थापन विभागलाई दिनुपर्छ । View More",विदेशी विनिमय
कुन कुरा नेपाली नागरिकले विदेशमा लगानी गर्नु पाउँछन्  भनेर जानकारी दिनुहोस् ?,"नेपाली नागरिकले विदेशमा कुनै किसिमको लगानी गर्न पाउँदैनन् । तर, विदेशमै रहेका नेपाली नागरिकले विदेशमा रहँदा बस्दाको अवधिसम्म आर्जन गरेको विदेशी विनिमय वा सो विदेशी विनिमयको लगानीबाट आर्जित विदेशी मुद्राबाट विदेशमा बैंक खाता खोल्न तथा लगानी गर्न सक्छन् । यस्तो लगानी नेपाल फर्केको ३५ दिनभित्र नेपाल भित्र्याउनुपर्नेछ । यस्तो खाता वा लगानी विदेशमा कायमै राख्न चाहेमा सो खाता वा लगानी रहेको बैंकको नाम, ठेगाना, खाता नम्बर, विदेशी मुद्रा तथा रकम खुलाई सोको जानकारी नेपाल फर्केको ३५ दिनभित्र नेपाल राष्ट्र बैंक, विदेशी विनिमय व्यवस्थापन विभागलाई दिनुपर्छ । View More",विदेशी विनिमय
कुनकुन कुरा नेपाली नागरिकले विदेशमा लगानी सम्पादन गर्न पाउँछन् ?,"नेपाली नागरिकले विदेशमा कुनै किसिमको लगानी गर्न पाउँदैनन् । तर, विदेशमै रहेका नेपाली नागरिकले विदेशमा रहँदा बस्दाको अवधिसम्म आर्जन गरेको विदेशी विनिमय वा सो विदेशी विनिमयको लगानीबाट आर्जित विदेशी मुद्राबाट विदेशमा बैंक खाता खोल्न तथा लगानी गर्न सक्छन् । यस्तो लगानी नेपाल फर्केको ३५ दिनभित्र नेपाल भित्र्याउनुपर्नेछ । यस्तो खाता वा लगानी विदेशमा कायमै राख्न चाहेमा सो खाता वा लगानी रहेको बैंकको नाम, ठेगाना, खाता नम्बर, विदेशी मुद्रा तथा रकम खुलाई सोको जानकारी नेपाल फर्केको ३५ दिनभित्र नेपाल राष्ट्र बैंक, विदेशी विनिमय व्यवस्थापन विभागलाई दिनुपर्छ । View More",विदेशी विनिमय
प्रविधि हस्तान्तरणमार्फत भएको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजाने सटही स्वीकृतिका लागि के-कस्ता कागजात पेश गर्नुपर्दछ ?,"प्रविधि हस्तान्तरणमार्फत भएको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजाने सटही स्वीकृतिका लागि नियमनकारी निकायबाट स्वीकृत भएको प्रविधि हस्तान्तरण सम्झौता, प्रविधि हस्तान्तरण बापतको आर्जित रकम फिर्ता लैजानका लागि नियमनकारी निकायको स्वीकृतिपत्र, सम्बन्धित विदेशी लगानीकर्ताबाट जारी भएको बीजक, आर्जित रकममा नियमानुसार कर तिरेको निस्सा तथा आर्जित रकम फिर्ता पठाउने सटही स्वीकृति लिने सम्बन्धमा भएको सम्बन्धित संस्थाको सञ्चालक समितिको निर्णय आर्जित रकम लेखापरीक्षकबाट प्रमाणित भएको विवरण र पछिल्लो करचुक्ता तथा लेखापरीक्षण भएको वित्तीय विवरण लगायतका कागजात पेश गर्नुपर्दछ । View More",विदेशी विनिमय
प्रविधि हस्तान्तरणमार्फत भएको विदेशी लगानीबाट आर्जित रुपैयाँ फिर्ता लैजाने सटही स्वीकृतिका लागि कस्तो-कस्ता कागजात पेश गर्नुपर्दछ ?,"प्रविधि हस्तान्तरणमार्फत भएको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजाने सटही स्वीकृतिका लागि नियमनकारी निकायबाट स्वीकृत भएको प्रविधि हस्तान्तरण सम्झौता, प्रविधि हस्तान्तरण बापतको आर्जित रकम फिर्ता लैजानका लागि नियमनकारी निकायको स्वीकृतिपत्र, सम्बन्धित विदेशी लगानीकर्ताबाट जारी भएको बीजक, आर्जित रकममा नियमानुसार कर तिरेको निस्सा तथा आर्जित रकम फिर्ता पठाउने सटही स्वीकृति लिने सम्बन्धमा भएको सम्बन्धित संस्थाको सञ्चालक समितिको निर्णय आर्जित रकम लेखापरीक्षकबाट प्रमाणित भएको विवरण र पछिल्लो करचुक्ता तथा लेखापरीक्षण भएको वित्तीय विवरण लगायतका कागजात पेश गर्नुपर्दछ । View More",विदेशी विनिमय
कसरी प्रविधि हस्तान्तरणमार्फत भएको विदेशी लगानीबाट आर्जित रुपैयाँ फिर्ता लैजाने सटही स्वीकृतिका लागि के-कस्ता कागजात पेश गर्नुपर्दअवस्था छ ?,"प्रविधि हस्तान्तरणमार्फत भएको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजाने सटही स्वीकृतिका लागि नियमनकारी निकायबाट स्वीकृत भएको प्रविधि हस्तान्तरण सम्झौता, प्रविधि हस्तान्तरण बापतको आर्जित रकम फिर्ता लैजानका लागि नियमनकारी निकायको स्वीकृतिपत्र, सम्बन्धित विदेशी लगानीकर्ताबाट जारी भएको बीजक, आर्जित रकममा नियमानुसार कर तिरेको निस्सा तथा आर्जित रकम फिर्ता पठाउने सटही स्वीकृति लिने सम्बन्धमा भएको सम्बन्धित संस्थाको सञ्चालक समितिको निर्णय आर्जित रकम लेखापरीक्षकबाट प्रमाणित भएको विवरण र पछिल्लो करचुक्ता तथा लेखापरीक्षण भएको वित्तीय विवरण लगायतका कागजात पेश गर्नुपर्दछ । View More",विदेशी विनिमय
प्रविधि हस्तान्तरणमार्फत भएको विदेशी लगानीबाट आर्जित राशि फिर्ता लैजाने सटही स्वीकृतिका लागि कुन कुरा-कस्ता कागजात पेश गर्नुपर्दछ  भनेर जानकारी दिनुहोस् ?,"प्रविधि हस्तान्तरणमार्फत भएको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजाने सटही स्वीकृतिका लागि नियमनकारी निकायबाट स्वीकृत भएको प्रविधि हस्तान्तरण सम्झौता, प्रविधि हस्तान्तरण बापतको आर्जित रकम फिर्ता लैजानका लागि नियमनकारी निकायको स्वीकृतिपत्र, सम्बन्धित विदेशी लगानीकर्ताबाट जारी भएको बीजक, आर्जित रकममा नियमानुसार कर तिरेको निस्सा तथा आर्जित रकम फिर्ता पठाउने सटही स्वीकृति लिने सम्बन्धमा भएको सम्बन्धित संस्थाको सञ्चालक समितिको निर्णय आर्जित रकम लेखापरीक्षकबाट प्रमाणित भएको विवरण र पछिल्लो करचुक्ता तथा लेखापरीक्षण भएको वित्तीय विवरण लगायतका कागजात पेश गर्नुपर्दछ । View More",विदेशी विनिमय
के प्रविधि हस्तान्तरणमार्फत भएको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजाने सटही स्वीकृतिका लागि कस्ता-कस्ता कागजात पेश गर्नुुपर्दछ ?,"प्रविधि हस्तान्तरणमार्फत भएको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजाने सटही स्वीकृतिका लागि नियमनकारी निकायबाट स्वीकृत भएको प्रविधि हस्तान्तरण सम्झौता, प्रविधि हस्तान्तरण बापतको आर्जित रकम फिर्ता लैजानका लागि नियमनकारी निकायको स्वीकृतिपत्र, सम्बन्धित विदेशी लगानीकर्ताबाट जारी भएको बीजक, आर्जित रकममा नियमानुसार कर तिरेको निस्सा तथा आर्जित रकम फिर्ता पठाउने सटही स्वीकृति लिने सम्बन्धमा भएको सम्बन्धित संस्थाको सञ्चालक समितिको निर्णय आर्जित रकम लेखापरीक्षकबाट प्रमाणित भएको विवरण र पछिल्लो करचुक्ता तथा लेखापरीक्षण भएको वित्तीय विवरण लगायतका कागजात पेश गर्नुपर्दछ । View More",विदेशी विनिमय
विदेशी लगानीबाट आर्जित रकम फिर्ता लैजानका लागि के?कस्तो प्रक्रिया अपनाउनु पर्छ ?,लेखाङ्कन भइसकेको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजानको लागि उद्योग विभाग वा लगानी बोर्डको कार्यालयबाट स्वीकृति पत्र सहित उद्योग विभाग अर्न्तर्गतको एकल विन्दु सेवा केन्द्र वा नेपाल राष्ट्र बैंकको विदेशी विनिमय व्यवस्थापन विभागमा निवेदन दिनुपर्छ । View More,विदेशी विनिमय
विदेशी लगानीबाट आर्जित रकम फिर्ता लैजानका लागि कस्ता?कस्तो प्रक्रिया अपनाउनु पर्छ ?,लेखाङ्कन भइसकेको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजानको लागि उद्योग विभाग वा लगानी बोर्डको कार्यालयबाट स्वीकृति पत्र सहित उद्योग विभाग अर्न्तर्गतको एकल विन्दु सेवा केन्द्र वा नेपाल राष्ट्र बैंकको विदेशी विनिमय व्यवस्थापन विभागमा निवेदन दिनुपर्छ । View More,विदेशी विनिमय
विदेशी लगानीबाट आर्जित पैसा फिर्ता लैजानका लागि के?कस्ता प्रक्रिया अपनाउनु पर्छ सम्बन्धमा जानकारी दिनुहोस् ?,लेखाङ्कन भइसकेको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजानको लागि उद्योग विभाग वा लगानी बोर्डको कार्यालयबाट स्वीकृति पत्र सहित उद्योग विभाग अर्न्तर्गतको एकल विन्दु सेवा केन्द्र वा नेपाल राष्ट्र बैंकको विदेशी विनिमय व्यवस्थापन विभागमा निवेदन दिनुपर्छ । View More,विदेशी विनिमय
विदेशी लगानीबाट आर्जित रकम फिर्ता लैजानका लागि कस्ता?कस्तो प्रक्रिया अपनाउनु पर्छ  सम्बन्धमा प्रकाश पार्नुहोस् ?,लेखाङ्कन भइसकेको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजानको लागि उद्योग विभाग वा लगानी बोर्डको कार्यालयबाट स्वीकृति पत्र सहित उद्योग विभाग अर्न्तर्गतको एकल विन्दु सेवा केन्द्र वा नेपाल राष्ट्र बैंकको विदेशी विनिमय व्यवस्थापन विभागमा निवेदन दिनुपर्छ । View More,विदेशी विनिमय
के विदेशी लगानीबाट आर्जित धन फिर्ता लैजानका लागि कुन कुरा?कस्ता प्रक्रिया अपनाउनु पर्छ ?,लेखाङ्कन भइसकेको विदेशी लगानीबाट आर्जित रकम फिर्ता लैजानको लागि उद्योग विभाग वा लगानी बोर्डको कार्यालयबाट स्वीकृति पत्र सहित उद्योग विभाग अर्न्तर्गतको एकल विन्दु सेवा केन्द्र वा नेपाल राष्ट्र बैंकको विदेशी विनिमय व्यवस्थापन विभागमा निवेदन दिनुपर्छ । View More,विदेशी विनिमय
विदेशी लगानीको लेखाङ्कनका लागि के कस्ता कागजात पेश गर्नुपर्छ ?,विदेशी लगानीको लेखाङ्कनका लागि यस बैंकको मिति २०७३/१२/३१ मा प्रकाशित सूचनामा उल्लेख भए बमोजिमका कागजातहरु पेश गर्नु पर्दछ । उक्त सूचनाको लिङ्क यहाँ रहेको छ | View More,विदेशी विनिमय
विदेशी लगानीको लेखाङ्कनका लागि के कुरा कस्ता कागजात पेश गर्नुुपर्छ ?,विदेशी लगानीको लेखाङ्कनका लागि यस बैंकको मिति २०७३/१२/३१ मा प्रकाशित सूचनामा उल्लेख भए बमोजिमका कागजातहरु पेश गर्नु पर्दछ । उक्त सूचनाको लिङ्क यहाँ रहेको छ | View More,विदेशी विनिमय
